Total Fragments,Fragments with Complete Adapter,Number of Reads After Trimming,All Fragments,Unique Fragments,DNA Reads,RNA Reads,Ambiguous Reads,Molecular Bins,Average Molecular Bins per GSP2,Unique Start Sites,Average Unique Start Sites per GSP2,Average Unique Start Sites per GSP2 Control
,,,,,,,,,,,,
